Track Name,Artist,Artist URI,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity
Constant Headache,Joyce Manor,spotify:artist:7qbvNcfTfckhCNM8NiR8nN,52,"alternative emo, dreamo, emo, indie punk, lo-fi emo",184306,2011-01-11,0
Dissolve,Absofacto,spotify:artist:7gAYvcQFmAruyvwGjxrSUr,48,shimmer psych,224660,2015-02-11,0
Aminals,Baths,spotify:artist:5zS8r5hRRk1jzD41yYS1NO,46,"chillwave, indietronica, wonky",198400,2010-07-06,0
All,Blackbird Blackbird,spotify:artist:2TWKl87Jnmd5MApKEpVCxA,39,"chillwave, indietronica, shimmer pop",306783,2012-10-16,0
Lost in My Mind,The Head And The Heart,spotify:artist:0n94vC3S9c3mb2HyNAOcjg,60,"folk-pop, seattle indie, stomp and holler",259120,2010,0
Confetti,Cold Cave,spotify:artist:1ssulsHf3JrWakLxa8yFad,38,"dark post-punk, dark synthpop, grave wave, metropopolis, modern goth",337573,2011,0
True Love Will Find You In The End,Daniel Johnston,spotify:artist:1jeYbk5eqo6wgsQPjLeU5w,44,"alternative rock, anti-folk, countrygaze, lo-fi, melancholia, noise pop, outsider",107160,2006-04-18,0
Swing Tree,Discovery,spotify:artist:1fg65Qx6tRt0aXBfz5I4w5,27,"chillwave, indietronica, shimmer pop",158133,2009-07-06,0
Freak Out,Tapes 'n Tapes,spotify:artist:3PjtmMdeYx3Dg49ZRLS27J,29,indie rock,245000,2011-01-11,0
Ambulance,Eisley,spotify:artist:2IL35FbYiOta150uSYBCEg,28,"indie pop, piano rock",235066,2009-10-09,24
Four to the Floor,Starsailor,spotify:artist:0G8zjE6SsFTlbglCkU8pm3,47,"britpop, lancashire indie, piano rock",233840,2003-09-15,51
Weird Honey,Elvis Depressedly,spotify:artist:5a31Ij1sTxY9LUYVwgBp8m,36,"asheville indie, shimmer psych, small room",155937,2013-04-16,0
Cannibal Queen,Miniature Tigers,spotify:artist:7xWU2A2lw1xf4zTjKhkrGK,49,stomp pop,164386,2009-12-22,0
Tugboat,Galaxie 500,spotify:artist:6guTJsgPymDUVfqDJyz5UG,38,"alternative rock, dream pop, lo-fi, melancholia, noise pop, shoegaze, slowcore",236933,1988-02-14,47
By Surprise,Gemini Club,spotify:artist:2aCPI1cQHluLnMHkndCL4L,24,shimmer pop,240822,2012-04-17,29
Cold Dust Girl,Hey Champ,spotify:artist:5s1MYt4IRlnpon0BWc7R8p,20,electrofox,264946,2010-07-13,32
Kites,Geographer,spotify:artist:5vvvgOwPjA4R5t07ZXLLwZ,35,"bay area indie, chillwave, indietronica, shimmer pop",263346,2010-03-09,0
Stuck In My Id,Reptar,spotify:artist:5dMNVzCPRLL5QUGvvrNW9P,19,"athens indie, shimmer pop",312800,2011-08-02,0
Comes And Goes (In Waves),Greg Laswell,spotify:artist:2Mf99N2VcDEcVuocyBLhyC,41,acoustic pop,253546,2008-01-01,49
Plainclothes Man,Heatmiser,spotify:artist:59IPo3F7aZifhZtHnoGHbo,38,"lo-fi, portland punk",208000,1996-01-01,46
Shell Suite,Chad Valley,spotify:artist:1rzpgMqxYjRQo4UmWZimFc,29,"chillwave, oxford indie, shimmer pop",262213,2011,0
Funny Heartbeat,Kisses,spotify:artist:0CEc9lghR3yQlU6W4jL1nj,19,"chillwave, indie dream pop, shimmer pop",256440,2013-05-14,0
Shine,Benjamin Francis Leftwich,spotify:artist:7D5oTJSXSHf51auG0106CQ,46,"acoustic pop, indie anthem-folk, indie folk, york indie",182613,2011-07-03,0
Only If You Run,Julian Plenti,spotify:artist:4RlEYUI2Q5gKfDn1VwKQpK,26,deep gothic post-punk,228560,2009-08-03,0
Humble Bones,Labyrinth Ear,spotify:artist:51kDu9CfyGBpcgMwy8MlEd,43,"dark synthpop, grave wave",281577,2012-02-07,41
Billions of Eyes,Lady Lamb,spotify:artist:2wunbYU5KWrpI7RCRBkwF0,45,"indie singer-songwriter, maine indie",310373,2015-03-03,0
Happy Alone,Saintseneca,spotify:artist:5x3hUNIfDPxP1Kr0ZaGs64,31,"columbus ohio indie, small room",198000,2014-04-01,34
It's Okay,Land of Talk,spotify:artist:0mEF6nwliNqJuMldWFPuvo,35,quebec indie,294146,2008-09-16,0
July Flame,Laura Veirs,spotify:artist:0jkK3K1ATFFHofEWjd2i00,37,"chamber pop, indie folk",225546,2010-01-12,0
You're The One That I Want,Lo-Fang,spotify:artist:5EDkJDlRNcMs3ewliB24QA,35,,204706,2014-02-24,0
Lolita,Throw Me The Statue,spotify:artist:7rBLqDUx8PJOXixg9EBMfS,10,seattle indie,218000,2008-02-19,0
Chinese Translation,M. Ward,spotify:artist:6nXSnNEdLuKTzAQozRtqiI,46,"alternative country, chamber pop, portland indie, stomp and holler",238600,2006-08-22,0
Fever,Maps & Atlases,spotify:artist:572aBw8LAuVMk47tfozZZr,25,"chicago indie, math pop, math rock",305506,2013-10-08,0
Weird Circles,Tera Melos,spotify:artist:3K4vimkwmCyjD4g1hEMPjZ,27,"instrumental math rock, math pop, math rock",185186,2013-04-16,33
I Felt Your Shape,The Microphones,spotify:artist:7Ht57YadlBXcFJDK3plmhO,45,"experimental rock, indie rock, lo-fi, noise pop, olympia wa indie, shoegaze",114626,2008-04-08,0
Where I Stood,Missy Higgins,spotify:artist:6aP8ry8w3bSNyfyqhE8rGf,49,"australian indie, australian pop",257453,2007-10-01,0
Consequence,The Notwist,spotify:artist:1o4xLcugkCtDDOw7POAMha,35,"german indie, indietronica",313733,2002,0
Faking The Books,Lali Puna,spotify:artist:2GkJdEJneopHc10XQV76rN,28,"bitpop, electropop, german electronica, indie electronica, indietronica, metropopolis, munich indie",240093,2004-04-05,33
The Base,Paul Banks,spotify:artist:6h7Y3QR7IjzAD05Qw5QYO4,23,,234986,2012-10-22,0
You Wish You Were Red,Trailer Trash Tracys,spotify:artist:4ZKIf1mbtchoPebHfyt3Wf,17,nu gaze,233733,2012-01-17,0
"Welcome Home, Son",Radical Face,spotify:artist:5EM6xJN2QNk0cL7EEm9HR9,56,"indie folk, jacksonville indie, stomp and holler",285320,2007-03-02,0
Powerful Stuff,Sean Hayes,spotify:artist:478LE6WL6BARBaLU2NHefl,30,,215266,2010-03-16,34
7:30 AM,Slothrust,spotify:artist:6Nwhmo3adbTqPMCsgBgkf4,40,"bubblegrunge, indie punk",163866,2014-02-18,41
State of Mind,Mad Caddies,spotify:artist:0cmBbO2sr4w0rRGt3rKvs6,43,"ska, ska punk, skate punk",226506,2007-05-01,0
True,Ryan Cabrera,spotify:artist:3C4t1usFGoKHCSRdujm2GN,41,"idol, neo mellow",204173,2004-06-08,59
What's Left Of Me,Nick Lachey,spotify:artist:6ewMqjrF31lC8ywRsvm073,40,"idol, post-teen pop",244666,2006-01-01,46
Back Here,BBMAK,spotify:artist:7y1GT7SdgGiFLWoktv2TSw,34,boy band,218200,2000-01-01,50
I Do (Cherish You),98º,spotify:artist:6V03b3Y36lolYP2orXn8mV,51,boy band,225933,2002-01-01,0
BareNaked - Video Version,Jennifer Love Hewitt,spotify:artist:2BZDbnjUHnL2XAPgkdqTpb,37,post-teen pop,222173,2002-09-26,38
We the Common (For Valerie Bolden),Thao & The Get Down Stay Down,spotify:artist:2dn0CGCWvtrwZ66bOeLNb2,32,"stomp and whittle, stomp pop",217346,2013-01-29,0
Drown,Front Porch Step,spotify:artist:4UXiNDHAiv8DOSLkp0GbSm,40,"acoustic rock, alternative pop rock",218368,2013-11-12,51
A Part of Me (ft. Laura Whiteside),Neck Deep,spotify:artist:2TM0qnbJH4QPhGMCdPt7fH,63,"pop punk, uk pop punk",189413,2012-09-11,0
Shark In The Water,V V Brown,spotify:artist:39ZHUueufhIdbW4yu9uODG,34,"british soul, metropopolis",184293,2009,48
Never Forget You - US Album Version,Noisettes,spotify:artist:6oX4tx055oEFYM3ahDTyOD,48,british soul,191453,2009-01-01,35
Nothing Arrived - Live from Spotify London,Villagers,spotify:artist:2m1l9MLSslzup4vvokKgvQ,51,"chamber pop, indie folk, irish rock",219093,2013-02-18,0
I Luv the Valley OH!,Xiu Xiu,spotify:artist:5JLqvjW3Nyom2OsRUyFsS9,40,"art pop, bay area indie, dream pop, experimental, experimental pop, experimental rock, grave wave, noise pop",179133,2004,0
I Don't Mind,Defeater,spotify:artist:1L3hqVCHSL1Ajy3m0z1bAT,34,"alternative emo, boston hardcore, chaotic hardcore, dreamo, emo, melodic hardcore, modern melodic hardcore",228346,2011-01-01,39
Bostons,Have Heart,spotify:artist:6e0QWfEFmK6AguLy02mlqi,39,"boston hardcore, chaotic hardcore, dreamo, hardcore punk, melodic hardcore, straight edge",168693,2008-07-08,0
You're So Creepy - 2013 Remaster,Ghost Town,spotify:artist:6MM2Na1OX5kh9QjazXBeIN,42,"pop emo, trancecore",215346,2013-11-19,49
Follow My Voice,For All Those Sleeping,spotify:artist:5dLBN2tOGTJwWb5oj3QQ9v,31,"metalcore, neon pop punk, screamo",234546,2012-06-19,0
No Good,Knuckle Puck,spotify:artist:5ABfpj7Z00wfPiv2uW4MFm,48,"alternative emo, anthem emo, chicago pop punk, easycore, emo, pop punk",174973,2013-09-03,0
Seasons,Major League,spotify:artist:2rNmzaf74TK5sxxPxLPZBg,24,"alternative emo, anthem emo, easycore, pop punk",170373,2011-03-22,0
Broadripple Is Burning,Margot & The Nuclear So And So's,spotify:artist:4fw9oPmbbmHW5aAJpkJdlI,36,"indy indie, stomp and holler",273173,2008-10-07,47
Your Graduation,Modern Baseball,spotify:artist:1HxXNvsraqrsgfmju1yKk8,59,"alternative emo, emo, philly indie, pov: indie",163760,2014-02-11,0
500 Channels,Choking Victim,spotify:artist:2E5ZgjjhiIZ1lrgGSRnKCe,35,"crack rock steady, folk punk, hardcore punk, punk, ska, ska punk",160000,1999-03-30,46
Hammock,Millionyoung,spotify:artist:3OqimSn68hatcBU1Eq4Ujc,28,chillwave,183214,2012-07-31,40
Lovers,Brothertiger,spotify:artist:2MaMzvFmtu68r9zpdJ4tLE,39,chillwave,205519,2012-03-27,0
Let It Be (feat. Veela),Blackmill,spotify:artist:4kjWnaLfIRcLJ1Dy4Wr6tY,45,"chillstep, dubstep product, substep",363433,2011-12-21,52
Decisions (feat. Miley Cyrus),Borgore,spotify:artist:7u160I5qtBYZTQMLEIJmyz,48,"brostep, classic dubstep, dubstep, edm, electro house",198857,2014-07-07,0
Tidal Wave,Sub Focus,spotify:artist:0QaSiI5TLA4N7mcsdxShDO,61,"dancefloor dnb, drum and bass, uk dance",228826,2013-01-01,29
Blind Faith,Chase & Status,spotify:artist:3jNkaOXasoc7RsxdchvEVq,68,"dancefloor dnb, drum and bass, uk dance",233666,2011-01-01,63
Electric Eyes,Metaform,spotify:artist:4BszhWpm1hnrTV8E8YONts,34,instrumental hip hop,203189,2010-06-15,34
Right Hand Hi,Kid Sister,spotify:artist:3FTzn86WmApHmwBMGVSEXE,27,"bmore, chicago rap",198120,2009-01-01,17
"Make It, Take It",Amanda Blank,spotify:artist:6cMBAd7j8KLD9TnjfwQ91E,21,bmore,145626,2009-01-01,0
Sunshine,Rye Rye,spotify:artist:0S05AeePINj4CeTVMfysIu,33,"bmore, lgbtq+ hip hop, trap queen",201573,2012-01-01,30
Just A Little Bit,Kids Of 88,spotify:artist:4XLDU2AQL3oFnd27IMcNqY,24,,180240,2010-02-15,0
Focker,Late of the Pier,spotify:artist:5ZBQea34QfBgEDkcGEKK2b,26,"alternative dance, dance-punk, leicester indie, new rave",195706,2008-07-04,6
Through the Night,Cedric Gervais,spotify:artist:4Wjf8diP59VmPG7fi4y724,63,"dutch house, edm, electro house, pop dance, progressive electro house",178958,2014-08-05,14
As The Rush Comes,Motorcycle,spotify:artist:7DZ9xBelM79Mlk3Weia4oD,40,,212000,2005-01-01,58
Oh That I Had,Mt. Eden,spotify:artist:3YAy9OUnnRsk2JLTaOLcw2,35,"chillstep, filthstep, nz electronic",314666,2010-12-08,40
Sunlight,Modestep,spotify:artist:5zYJziKktyqWwmoAWXrShP,44,"brostep, filthstep",226613,2013-01-01,43
Lovers And Friends,Lil Jon & The East Side Boyz,spotify:artist:3ciRvbBIVz9fBoPbtSYq4x,61,"atl hip hop, atlanta bass, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",260600,2004-11-16,69
Promises,NERO,spotify:artist:4uRYpUQZrNrY5t8tAv3XrD,53,"complextro, edm, electro house, melodic dubstep",257359,2011-01-01,0
This Is What It Feels Like - UK Radio Version,Armin van Buuren,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,73,"dutch trance, edm, pop dance, progressive house, trance",204935,2014-11-11,0
9Pm (Till I Come),ATB,spotify:artist:7jZM5w05mGhw6wTB1okhD9,63,"german dance, german techno, german trance, trance",193880,1999-04-26,67
Saltwater,Chicane,spotify:artist:5GxyeQagayzZOg4UwffQlD,55,trance,202866,2013-07-23,22
Coin-Operated Boy,The Dresden Dolls,spotify:artist:5JqX1glXPg6428ubI1w72i,53,"boston rock, dark cabaret, piano rock, steampunk",286413,2004-05-27,46
Sparky's Dream,Teenage Fanclub,spotify:artist:2Sp19cOHSqAUlE64hekARW,40,"alternative rock, modern power pop, power pop, scottish indie, scottish rock, shoegaze",197333,1995-05-29,37
Wake up Boo!,The Boo Radleys,spotify:artist:6UYwzZChuolxsylHcZcBBP,32,"britpop, shoegaze",217866,1995,47
Bitch,Meredith Brooks,spotify:artist:2QmLFuIDtNDmmJY3OtvinN,53,"lilith, pop rock",252760,1997-01-01,73
Damn I Wish I Was Your Lover,Sophie B. Hawkins,spotify:artist:3gdIwZY6Q3RXhDteYr4ZvC,44,"lilith, new wave pop",323266,1992-04-06,55
I Love You Always Forever,Donna Lewis,spotify:artist:2EfG2EoT8GFJrMiilbTVl2,52,"lilith, new wave pop",239960,1996-04-16,72
Kiss The Rain,Billie Myers,spotify:artist:2ZqXK2gIDbfE7aOvkNObPW,36,,270160,1997-01-01,56
Peace,O.A.R.,spotify:artist:1Cq0LAHFfvUTBEtMPXUidI,51,"neo mellow, pop rock",215915,2014-01-01,53
"We All Country (feat. Colt Ford, Sarah Ross & Charlie Farley)",Moonshine Bandits,spotify:artist:7DBsiQxsZAKC5lHoRCdOFG,50,"country rap, redneck",262760,2014-02-04,46
Kind & Generous,Natalie Merchant,spotify:artist:73JEBdDEFeVaOLg3y0HhBD,48,"ectofolk, folk, lilith, singer-songwriter",241013,1998,56
Closer to Fine,Indigo Girls,spotify:artist:4wM29TDTr3HI0qFY3KoSFG,51,"ectofolk, folk, lilith, singer-songwriter, women's music",241600,1989,63
Because the Night - Live Unplugged,"10,000 Maniacs",spotify:artist:0MBIKH9DjtBkv8O3nS6szj,47,"ectofolk, lilith, new wave, new wave pop, pop rock, singer-songwriter",223373,1993-10-26,59
Dice,Finley Quaye,spotify:artist:1pf3joSSGlPRxmUoWSsh1W,42,british soul,255760,2008-05-19,26
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,spotify:artist:6f4XkbvYlXMH0QgVRzW0sM,63,"atl hip hop, dirty south rap, pop rap, rap, southern hip hop, trap",263773,2010-10-01,78
Sexy Can I feat. Yung Berg,Ray J,spotify:artist:6gbGGM0E8Q1hE511psqxL0,52,"pop rap, urban contemporary",204040,2008-04-08,0
Addiction - Main,Ryan Leslie,spotify:artist:3aTMDZLtkFlYQfQL7bzccp,42,,240053,2009,48
Bed,J. Holiday,spotify:artist:7G6hXrjGpi6I7waNl4wxAk,49,"contemporary r&b, hip pop, r&b, southern hip hop, urban contemporary",275106,2007-01-01,65
Dip It Low,Christina Milian,spotify:artist:4eAOcbAXIF4BmbN6E1QIlw,50,"dance pop, hip pop, r&b, urban contemporary",201000,2004-01-01,53
The Worst,Jhené Aiko,spotify:artist:5ZS223C6JyBfXasXxrRqOk,76,r&b,254493,2013-01-01,73
My Main,Mila J,spotify:artist:6cN9XwPMj9bWzJ32GC6V7v,50,"r&b, trap queen",212720,2014-09-30,48
I Love College,Asher Roth,spotify:artist:1wgY8huggK60P5nvYrwcYT,44,indie pop rap,241933,2009-01-01,59
Remember the Name (feat. Styles of Beyond),Fort Minor,spotify:artist:7dWYWUbO68rXJOcyA7SpJk,57,rap rock,230493,2005-11-21,70
No Interruption,Hoodie Allen,spotify:artist:382aq8Pij5V2nE2JMHMoxl,60,indie pop rap,215240,2012-04-10,60
Replay,Iyaz,spotify:artist:5tKXB9uuebKE34yowVaU3C,64,"dance pop, pop rap, post-teen pop",182306,2009-08-11,75
It's Goin' Down (feat. Mike Shinoda & Mr. Hahn),X-Ecutioners,spotify:artist:7eVbT3G1ggf2sz6s7ZV0Ap,35,"scratch, turntablism",248573,2002-02-26,27
Donald Trump,Mac Miller,spotify:artist:4LLpKhyESsyAXpc4laK94U,80,"hip hop, pittsburgh rap, rap",165908,2011-05-17,1
Secrets,Mary Lambert,spotify:artist:5Z2NUZiY3FA00HKu5WTMhA,47,neo mellow,223405,2014-10-14,43
Little Do You Know,Alex & Sierra,spotify:artist:58MLl9nC29IXbE4nEtuoP2,54,"pop, post-teen pop, viral pop",185200,2014-10-06,73
We Bros,WU LYF,spotify:artist:5mGTnJvTkLDN76DgXka5f0,21,,386840,2011-06-13,0
I'm Awesome,Spose,spotify:artist:3tM6SwRysCaIK0kW4h0mVP,38,maine hip hop,249160,2010-01-01,43
1980,Dirt Nasty,spotify:artist:4xZDgDbs4eQcpauHyyip0I,33,comedy rap,186813,2008-05-06,41
Whoa Oh! (Me vs Everyone),Forever The Sickest Kids,spotify:artist:4frytKnOBrer4QVPWynGtX,44,"electropowerpop, neon pop punk, pop punk, texas pop punk",204773,2008-01-01,49
Finding out True Love Is Blind - Album/EP Version,Louis XIV,spotify:artist:60NKN6tZYKbkjX1qpFQIqF,26,"dance-punk, garage rock revival",254600,2005-01-25,37
Wanted,Hunter Hayes,spotify:artist:7H6dkUChT5EoOQtUVMg4cN,54,"contemporary country, country, country road, modern country rock",228840,2011,66
Somethin' 'Bout A Truck,Kip Moore,spotify:artist:2hJPr4lk7Q8SSvCVBl9fWM,59,"contemporary country, country, country road, modern country rock",213826,2012-01-01,70
Where It's At,Dustin Lynch,spotify:artist:1dID9zgn0OV0Y8ud7Mh2tS,64,"contemporary country, country, country road, modern country rock",204186,2014-09-09,0
A Guy Walks Into a Bar,Tyler Farr,spotify:artist:3vHV92ecrylnUHDM4d2MtC,46,"contemporary country, country road, modern country rock",196000,2015-04-27,54
We Intertwined,The Hush Sound,spotify:artist:1RCoE2Dq19lePKhPzt9vM5,39,"baroque pop, chicago indie, piano rock",197520,2006-06-05,40
About a Girl,The Academy Is...,spotify:artist:3jwm6OBdUY5xzFiFIPhMHu,42,"emo, neon pop punk, pop emo, pop punk, screamo",210333,2008-08-15,55
The Curse of Curves,Cute Is What We Aim For,spotify:artist:7AsPubxWM5tfW4hTZEL3aP,43,"neon pop punk, pixie, pop punk",203626,2006-06-19,60
My Temperature Is Rising,The Audition,spotify:artist:7EE9Xq8yiJyO5FIVho6ibI,35,"chicago punk, neon pop punk, pop emo, pop punk",179666,2009,0
Killers Like Candy,I Am Ghost,spotify:artist:79pfxECHSboPWv79E5R2Dt,23,screamo,213240,2006-10-24,35
Die Romantic,Aiden,spotify:artist:1FNjzdmDeHeZjU5qUJlQ1G,33,"horror punk, screamo",220786,2005,0
Shut Me Up,Mindless Self Indulgence,spotify:artist:5R5MLOQbI4lb7GHYioPqoN,64,"dance-punk, pov: indie",168533,2008-01-22,57
Don't It,Billy Currington,spotify:artist:1By9QBFnjZAoI83BZppHlt,63,"contemporary country, country, country road",189000,2015-06-02,65
Your Man,Josh Turner,spotify:artist:7vCtweS8UVAXTyau2j0rDT,63,"contemporary country, country, country road",211893,2006,75
Take A Back Road,Rodney Atkins,spotify:artist:2qgvmDsc4jrqbAbjq1HGM2,62,"contemporary country, country, country road",209426,2011-10-04,71
Redneck Yacht Club,Craig Morgan,spotify:artist:6ktyNEnEukKzskQEiXgCFD,55,"contemporary country, country, country road",230373,2008-09-30,0
Let There Be Cowgirls,Chris Cagle,spotify:artist:1zhIzONVRlTfD1VQRauHMl,48,"contemporary country, country, country road",273480,2012,0
Pickin' Wildflowers,Keith Anderson,spotify:artist:4AgQTHagFdBq8VL791lSXz,43,"classic oklahoma country, country, country road",185920,2005,61
Brielle,Sky Sailing,spotify:artist:3uC7RGF9NH9DIJWq92UB6O,31,alternative pop rock,246146,2010-01-01,39
Fer Sure,The Medic Droid,spotify:artist:26nX1qiq1xwcJ3HwcKvH40,25,electropowerpop,255960,2009-12-22,40
Just the Girl,The Click Five,spotify:artist:01lz5VBfkMFDteSA9pKJuP,46,"boy band, neon pop punk, pixie",234146,2005-08-08,60
How You Love Me Now,Hey Monday,spotify:artist:6we2CCxymhh4v30lZRhhpa,36,"candy pop, neon pop punk, pixie, pop emo, pop punk",197760,2008-10-07,50
Like We Used To,A Rocket To The Moon,spotify:artist:1NU9Em6e8dDo36Js6nEo3t,46,"neon pop punk, pixie, pop punk",203733,2009-10-12,56
"I'm A Pirate, You're A Princess",PlayRadioPlay!,spotify:artist:63zoZel1NwaG2CwLHdCA9v,19,neon pop punk,307626,2008-01-01,28
Candle (Sick And Tired),The White Tie Affair,spotify:artist:4lmpEOYpB8yNe8buBDP5vF,25,"dance rock, electropowerpop, neon pop punk, pixie, pop emo",230706,2009-12-08,39
Stuttering,The Friday Night Boys,spotify:artist:3LVtZP0UUtY35ptAnntYsT,22,"neon pop punk, pixie",189466,2009,29
Sunrise,Our Last Night,spotify:artist:00YTqRClk82aMchQQpYMd5,62,american metalcore,229250,2013-11-04,55
All The Things She Said,t.A.T.u.,spotify:artist:2Q3eZMfDQgT8MhPowKFXYO,61,"dance pop, europop, girl group",214440,2002,78
Can't Get You out of My Head,Kylie Minogue,spotify:artist:4RVnAU35WRWra6OZ3CbbMA,70,"australian dance, australian pop, dance pop, eurodance, new wave pop",230640,2001-10-01,48
Murder On The Dancefloor - Radio Edit,Sophie Ellis-Bextor,spotify:artist:2cBh5lVMg222FFuRU7EfDE,70,"dance pop, europop, new wave pop",216453,2002-01-01,48
Loving You,Matt Cardle,spotify:artist:3906URNmNa1VCXEeiJ3DSH,28,talent show,214871,2013-08-20,14
What Took You So Long?,Emma Bunton,spotify:artist:2AEEnr6Le5zHzBwpnlZSmq,38,"europop, talent show",241000,2001-01-01,54
It's Raining Men,Geri Halliwell,spotify:artist:5orH1OWgjAYUX8sZ5gihTv,43,"bubblegum dance, europop",254640,2001-05-14,61
Gold (feat. Yuna),Adventure Club,spotify:artist:5CdJjUi9f0cVgo9nFuJrFa,51,"brostep, canadian electronic, complextro, edm, electro house, filthstep, pop dance",257044,2013-10-22,0
Nuclear (Hands Up) - Original Mix,Zomboy,spotify:artist:0ycHhPwPvoaO4VGzmMnXGq,47,"brostep, edm, glitch",316208,2012-09-03,0
Heroes (we could be),Alesso,spotify:artist:4AVFqumd2ogHFlRbKIjp1t,71,"dance pop, edm, pop, pop dance, progressive electro house",210013,2015-05-26,73
Call Me A Spaceman - Radio Edit,Hardwell,spotify:artist:6BrvowZBreEkXzJQMpL174,65,"big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",189375,2012-05-18,0
Don't You Worry Child - Radio Edit,Swedish House Mafia,spotify:artist:1h6Cn3P4NGzXbaXidqURXs,73,"edm, pop dance, progressive electro house",212862,2012-09-14,82
Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,spotify:artist:6hyMWrxGBsOx6sWcVj1DqP,59,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",205440,2012-01-01,3
U Mad,VIC MENSA,spotify:artist:27w1NoOLMX7tJMYqcetPyG,54,"canadian hip hop, chicago rap, conscious hip hop, underground hip hop",299800,2015-04-20,51
Grown Up,Danny Brown,spotify:artist:7aA592KWirLsnfb5ulGWvU,60,"alternative hip hop, detroit hip hop, escape room, hip hop, underground hip hop",139930,2012-06-05,0
Traffic,Lil Reese,spotify:artist:1bPxKZtCdjB1aj1csBJpdS,57,"chicago bop, chicago drill, chicago rap, drill",237293,2012-01-01,45
Hot N*gga,Bobby Shmurda,spotify:artist:34Y0ldeyUv7jBvukWOGASO,55,"nyc rap, rap, trap",194561,2014-07-25,72
"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko,spotify:artist:0T5OJgMVjKIX3b3W3ekqOl,45,"atl hip hop, dirty south rap, old school atlanta hip hop, trap",260276,2013-03-05,59
Tsunami - Original Mix,DVBBS,spotify:artist:5X4LWwbUFNzPkEas04uU82,58,"canadian electronic, dutch house, edm, electro house, pop dance, progressive electro house, slap house",236826,2013-10-17,0
Warp 1.9 (feat. Steve Aoki),The Bloody Beetroots,spotify:artist:0QJKELJZZuLAjqLOOixJm5,44,"complextro, dance-punk, electro house, fidget house, filter house",203730,2009-08-25,0
Prove - Original Mix,Cleavage,spotify:artist:5HzqFA4TAMCMIyyx4pdRNr,21,,279997,2014-11-24,0
I Just Wanna...,Elijah Blake,spotify:artist:65OtBLtkrifQrdTlKI90IR,36,pop r&b,248253,2015-06-23,46
Million,Tink,spotify:artist:4v6XOdonnfpdTKTRJArG7v,56,"chicago rap, drill, trap queen",271493,2015-05-11,50
Yayo (feat. Yo Gotti),Snootie Wild,spotify:artist:1YXg2Chm7UfZAUAkjJEpqK,32,"memphis hip hop, trap",221160,2014-09-19,41
Helium (feat. Jareth) - Radio Edit,Chris Lake,spotify:artist:5Igpc9iLZ3YGtKeYfSrrOE,67,"bass house, edm, electro house, house, melbourne bounce, pop dance, progressive house, tech house",222253,2013-12-09,31
Ready For Your Love,Gorgon City,spotify:artist:4VNQWV2y1E97Eqo2D5UTjx,61,"future garage, house, pop dance, uk dance",198880,2014-01-01,47
I Got U,Duke Dumont,spotify:artist:61lyPtntblHJvA7FMMhi7E,64,"edm, house, pop dance, progressive house, uk dance",285596,2014-01-01,63
Sweets (Soda Pop) - Extended Mix,Fox Stevenson,spotify:artist:2BQWHuvxG4kMYnfghdaCIy,52,"complextro, dancefloor dnb, electro house",295311,2014-10-13,0
Sleepless - Radio Edit,CAZZETTE,spotify:artist:1IELhvOMg5VQlU7syRm6CS,42,"complextro, edm, electro house, pop dance, progressive electro house",221421,2014-05-12,0
Infinity 2008 - Klaas Vocal Edit,Guru Josh Project,spotify:artist:4ME85YvMUi1hdqhbind7gy,57,"acid house, pop house",192294,2008-05-07,77
Money To Blow - Street Version,Birdman,spotify:artist:35sCXuy5gN6Or69rZ9vqBs,59,"dirty south rap, southern hip hop",258586,2009-11-23,55
Indian Summer,Jai Wolf,spotify:artist:24V5UY0nChKpnb1TBPJhCw,50,electropop,248470,2015-06-09,0
Trophies,Young Money,spotify:artist:5OrB6Jhhrl9y2PK0pSV4VP,60,"dirty south rap, pop rap, rap, southern hip hop, trap",188320,2014-01-01,75
Air France,Joris Delacroix,spotify:artist:3HRRzIZNQFus3xlUx2xKy1,43,"deep euro house, minimal melodic techno, new french touch",371612,2011-05-23,37
Hideaway,Kiesza,spotify:artist:4zxvC7CRGvggq9EWXOpwAo,52,"electropop, pop edm",251986,2014-10-21,53
La La La,Naughty Boy,spotify:artist:1bT7m67vi78r2oqvxrP3X5,59,uk contemporary r&b,222200,2014-01-01,64
Drank in My Cup,Kirko Bangz,spotify:artist:2r8r62VGJKGi463aH1HJUZ,47,"dirty south rap, southern hip hop, trap",232160,2011-09-16,64
Ayy Ladies (feat. Tyga),Travis Porter,spotify:artist:6z1cicLMt9XArxN10q7m8a,54,"atl hip hop, dirty south rap, futuristic swag, southern hip hop, trap",211293,2012-05-28,67
Turn't Up,Lil Twist,spotify:artist:564gvOqSRcQoYAhaBpTiK2,31,dfw rap,222453,2011-01-01,19
Déjà Vu (Uptown Baby),Lord Tariq,spotify:artist:5EC3MUN6vECf8sxUU9IVw6,31,bronx hip hop,283226,1998-06-02,34
