Track Name,Artist,Artist URI,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity
A Little Bit Goes a Long Way,River Town Saints,spotify:artist:5AWoUNm23MGtj128vkXcjo,23,"canadian contemporary country, canadian country",196666,2017-06-09,0
Harambe,Dumbfoundead,spotify:artist:7LTShHcq1KdTrWeLvWoYed,38,"asian american hip hop, battle rap, k-rap",157090,2016-11-10,0
Scott Green,Dune Rats,spotify:artist:0KtaCKmTMIQZsxlOgyNa04,39,"australian garage punk, australian indie, brisbane punk",129192,2017-02-03,30
Open Your Eyes,Dwele,spotify:artist:7u6LfVyYpEzMpHLL7jTyvU,67,neo soul,201266,2008-06-24,0
Set Me Free,Dyro,spotify:artist:03MVmfitJTVJIxYmObhQn9,46,"dutch edm, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",232553,2016-02-22,23
G. T. Stomp,Earl Hines,spotify:artist:2mY5u4CceAPrpBnse1WpFr,34,"bebop, jazz piano, swing, vintage jazz",163652,2007-02-18,3
Take,Echos,spotify:artist:6SnMMbLQ4iS8WIyt3ksmCR,46,,196173,2016-10-14,0
All She Wrote,Petric,spotify:artist:7afffqSIWfxozaDGWAqSjh,23,"canadian contemporary country, canadian country, manitoba country",163304,2015-10-16,31
Luck,Kayla Brianna,spotify:artist:1WLGlayiDpqOK8doYCiQTa,13,pop r&b,241470,2017-03-18,20
Marching Bands,Neon Dreams,spotify:artist:2UQ6mFkiLYy5VHRJnajQYT,38,canadian pop,196571,2016-04-29,38
Miracle,The Darcys,spotify:artist:1kmnMzV27S3bXALqYnoGwH,27,"oc indie, toronto indie",180586,2016-11-04,19
War Is Killing Us All,Righteous Vendetta,spotify:artist:0H9lbVkJq2aj6SbqJKBVy5,32,"gymcore, wyoming indie",218720,2017-03-17,34
Shape of You,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,85,"pop, singer-songwriter pop, uk pop",233712,2017-03-03,87
It's a Sin,Eddy Arnold,spotify:artist:5QsUbpxSE8lCZ5ga5rnD22,44,"classic country pop, nashville sound, traditional country, yodeling",145813,2013-11-19,21
Anti-Everything,DED,spotify:artist:312CXoyqdQ0p6ZJ67NJoVa,36,gymcore,194868,2017-07-21,44
Mr. Doctor Man,Palaye Royale,spotify:artist:0hAd6zwEgt9ILuMDY1prcI,59,"modern alternative rock, vegas indie",244586,2016-06-24,0
Like a Nightmare,Deadset Society,spotify:artist:7fBjvrS7ZTXcPYeCTDwWXG,28,"future rock, gymcore",212826,2017-07-12,43
Despacito - Remix,Luis Fonsi,spotify:artist:4V8Sr092TqfHkfAA5fXXqG,72,"latin pop, puerto rican pop",228826,2017-04-17,71
Need You Now,Lady A,spotify:artist:32WkQRZEVKSzVAAYqukAEA,65,"contemporary country, country, country dawn, country pop, country road",277573,2010-01-01,73
Twerkoholic,B. Smyth,spotify:artist:76JyRfZDqhAIow2Awv91iW,44,pop r&b,237880,2014-01-01,47
My Boo - Hitman's Club Mix,Ghost Town DJs,spotify:artist:4JbmXqez7WvTggoxn3UpVT,46,atlanta bass,346840,1996-03-26,65
Superheros,Edguy,spotify:artist:3AGFqPP3gt5rMSvhR87Xxu,46,"german metal, german power metal, metal, power metal, progressive metal, speed metal, symphonic metal",199240,2006-08-15,0
Munich,Editors,spotify:artist:6e9wIFWhBPHLE9bXK8gtBI,52,"british indie rock, indie rock, modern rock, new rave",226360,2005-07-25,0
Relentless Game,Far From Alaska,spotify:artist:1ztNPX8z169arfAY0TWFLB,27,"brazilian post-hardcore, brazilian rock, brazilian stoner rock, rock alternativo brasileiro, rock potiguar",244897,2015-03-12,33
Victim,Eighteen Visions,spotify:artist:1KcePrJuVbBv9SyqCEpdPb,29,melodic metalcore,178333,2006-07-18,37
My Mistakes,Eleanor Friedberger,spotify:artist:42WJFNdxsAgcn9PfjT61Z3,16,,268906,2011-07-12,0
"Flips and Flops, Drips and Drops",Electric Mantis,spotify:artist:4oEju6elvuvjARvor8R9j9,28,"future bass, vapor twitch",216000,2017-02-24,31
Sing to the Mountain,Elephant Revival,spotify:artist:3OwOKwd5FsfOD5qlH2tnzs,41,"laboratorio, new americana, progressive bluegrass, washboard",222960,2008-09-02,0
Cloud,Elias,spotify:artist:0UCLbPGOhtnYf29U7qbfLf,43,,276053,2015-11-06,34
Down in Flames,Ella Vos,spotify:artist:2zmrsXMHxagFz6vI2cD7r6,41,"alt z, electropop, indie electropop, indie poptimism, la pop",187508,2017-01-09,0
Down on Life,Elliphant,spotify:artist:134GdR5tUtxJrf8cpsfpyY,51,"electropop, swedish indie pop",205906,2013-09-20,38
Hallucinating,Elohim,spotify:artist:6wKxOKEA3K6R2UZ3COLXEY,46,"electropop, indie poptimism, la pop",218134,2016-09-07,0
Prelude For Time Feelers,Eluvium,spotify:artist:4QK3YJ6hzJdhJHE9q7kbVV,35,"ambient, compositional ambient, drone, post-rock",348773,2007-06-19,0
Gravity,Embrace,spotify:artist:74K7bX12L8GBAWvPuyIgJ7,41,britpop,278466,2005-05-03,27
Let's Be Friends,Emily Osment,spotify:artist:7rPQ2z1ji1ctJ6oGYBAo6M,40,post-teen pop,180933,2010-01-01,58
Lose Yourself,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,88,"detroit hip hop, hip hop, rap",326466,2005-12-06,79
Let It Go,James Bay,spotify:artist:4EzkuveR9pLvDVFNx6foYD,67,"neo mellow, pop, uk pop",260532,2014-12-15,70
Hello Lover,Empires,spotify:artist:4f6IthDun67ug1Y5uzhH7g,12,chicago indie,255063,2010-03-09,24
Can't Stop (feat. Kanye West),Theophilus London,spotify:artist:4EMtGVFvfCSrEmWaGV0roE,49,alternative hip hop,291680,2014-10-27,40
Brokenhearted,Karmin,spotify:artist:4M0DLz8te9Q1lNIXBBwvfG,48,"post-teen pop, viral pop",227146,2012-05-07,62
Stay,Maurice Williams & The Zodiacs,spotify:artist:43BgumF6B7s0W2mhVkmVO4,21,,96480,2009-01-13,26
"Sorry, you're not a winner/Remix",Enter Shikari,spotify:artist:31jvzuB4ikftPQZJwrYfCF,53,"british alternative rock, nintendocore, trancecore, uk metalcore, uk post-hardcore",252906,2007-01-01,0
Cry for the Moon (The Embrace That Smothers Part 4),Epica,spotify:artist:5HA5aLY3jJV7eimXWkRBBp,53,"dutch metal, gothic metal, gothic symphonic metal, opera metal, power metal, symphonic metal",406040,2013-03-18,0
Spend My Life With You,Eric Benét,spotify:artist:1kjO72M26jZkv0aaGxJaov,47,"contemporary r&b, neo soul, r&b, urban contemporary",276013,1999-02-25,62
Change For Me,Eric Roberson,spotify:artist:2ewAU3d4El7WSIxWUJaZJn,38,neo soul,392200,2003-01-01,25
Lost In You,Erick Morillo,spotify:artist:4DE0cYxMnEEmfKLwDkYwxb,48,"disco house, funky tech house, tribal house, vocal house",180000,2016-09-02,27
GOOD,Erin McCarley,spotify:artist:6Y4bCmUNPDKqc7dHkVvgim,36,acoustic pop,236653,2016-10-28,33
Skyline,ERRA,spotify:artist:2UoOdQyBGyzrEfxcY77ce0,56,"alabama metal, djent, melodic metalcore, metalcore, progressive metalcore",283710,2016-04-08,0
Dance,ESG,spotify:artist:4EF5vIcCYKMM61oYOG2Tqa,37,"dance-punk, experimental pop, no wave, post-punk",272213,1983,0
My Own Summer,Electric Callboy,spotify:artist:1WNoKxsp715jez1Td4vthc,64,"comic metal, german metalcore, trancecore",221332,2015-05-08,53
You Got It All,The Jets,spotify:artist:3AHq6rutf72JF0ul8GB6G2,46,"freestyle, minneapolis sound",250933,1998-01-01,53
Kung Fu Fighting,Carl Douglas,spotify:artist:5Pqx4mXYDGIDcg8E5FYjZ8,54,,197693,2001,12
Caroline,Aminé,spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ,65,"pop rap, portland hip hop, rap, underground hip hop",209640,2017-07-28,72
Unforgettable,French Montana,spotify:artist:6vXTefBL93Dj5IqAWq6OTv,73,"hip hop, pop rap, rap, southern hip hop, trap",233901,2017-07-14,88
Good Things,Jonathan Roy,spotify:artist:62ggJuZV87VvP3sAHM0V3K,47,canadian folk,236837,2017-01-20,39
Don't Worry Be Happy,Bobby McFerrin,spotify:artist:2FjkZT851ez950cyPjeYid,55,a cappella,294400,1988-01-01,71
Lolly,Maejor,spotify:artist:3XcCT5MPlQPWFTJyzXbfuX,57,detroit hip hop,225506,2013-01-01,63
Lights Down Low,MAX,spotify:artist:1bqxdqvUtPWZri43cKHac8,68,"singer-songwriter pop, teen pop, viral pop",223846,2016-04-08,61
Feel It Still,Portugal. The Man,spotify:artist:4kI8Ie27vjvonwaB2ePh8T,65,"indie rock, indietronica, modern alternative rock, modern rock",163253,2017-06-16,81
Guys My Age,Hey Violet,spotify:artist:4JNfz6aO9ZFz0gp5GY88am,49,"alt z, pixie",213694,2017-06-16,60
My Allied Ocean,Evergrey,spotify:artist:4S0foX2r0RlC12KBW8u73D,40,"power metal, progressive metal, swedish progressive metal",246600,2016-09-09,31
Tell Me I'm A Wreck,Every Avenue,spotify:artist:1IpSmgcN9F3KNa7j9JtAE4,44,"neon pop punk, pop punk",219973,2009-11-03,60
Distant Past,Everything Everything,spotify:artist:1HOeqtP7tHkKNJNLzQ2tnr,54,"british indie rock, experimental pop, modern rock, new rave, northern irish indie, shimmer pop",221693,2016-02-26,27
Nobody Said It Was Easy [Mix Cut] - Original Mix,Evil Activities,spotify:artist:1Y1sNScqx8BPZceaO7LjTO,42,"classic hardstyle, dark hardcore, happy hardcore, hardcore techno",206160,2013-02-18,53
The Toxic Waltz,Exodus,spotify:artist:76S65NHJHrNy4JTrXHP2BH,49,"death metal, hard rock, metal, old school thrash, speed metal, thrash metal",290280,1989,51
Pretty Low,Expire,spotify:artist:4AfTOzBubFP6STibJPTxwt,32,metallic hardcore,146216,2014-06-17,35
"I'll Never Get Over You Getting Over Me - 7"" Version",Exposé,spotify:artist:5nPz5R1FDPTMI3Dw4JnTGb,43,"freestyle, new wave pop",230933,1992,55
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,spotify:artist:57WHJIHrjOE3iAxpihhMnp,63,pop,190427,2017-07-21,66
Rooftop,Skylar Simone,spotify:artist:4Xt0mNxZEZWjgJwsZKDuvQ,28,,181257,2016-06-24,26
No Complaints,Metro Boomin,spotify:artist:0iEtIxbK0KxaSlF7G42ZOp,92,rap,261733,2017-06-23,0
Space (feat. Sexton),TK Kravitz,spotify:artist:65rDIPdQD7ijLSOq32cMXo,47,pop r&b,165648,2017-04-21,37
#WhiteGirlVoice,Rajitheone,spotify:artist:3jT7IeLgXbSz86qKUq7Bqc,16,minnesota hip hop,253078,2016-10-03,29
Autotheist Movement I: Create,The Faceless,spotify:artist:1FQ6uth7icR6Jhla16K2vC,36,"avant-garde metal, brutal death metal, cosmic death metal, deathcore, djent, melodic metalcore, sci-fi metal, technical death metal, technical deathcore",224000,2012-08-14,0
The Walls Are Coming Down,Fanfarlo,spotify:artist:2Ag3w3cSdRHgzPNi60WABE,24,chamber pop,255280,2009-10-09,28
Run Away,Fareoh,spotify:artist:1nVIHTQpQ8WroXnbc9TbD5,34,,258206,2014-01-28,29
Whitest Boy on the Beach,Fat White Family,spotify:artist:5ztBFCBEL7OtjdAt98RnD4,37,"chamber psych, crank wave",293160,2016-01-22,25
Be Faithful,Fatman Scoop,spotify:artist:15GGbJKqC6w0VYyAJtjej6,57,nyc rap,214910,2008-10-09,54
Sunrise,Jillionaire,spotify:artist:6vW5qwWVSTErBV1HovumXm,24,,203242,2017-02-09,0
G I R L,Favulous,spotify:artist:6yY5iG8yDsx17GAUpqELEL,10,,186687,2016-09-30,0
Fill My Little World,The Feeling,spotify:artist:4AksvCnkZaQoTu1nJr62Db,39,english indie rock,247680,2007-01-01,5
Get What You Give,Felix Cartal,spotify:artist:6roDXEmZ6AARdOUv6x5U2v,49,"canadian electronic, electro house, pop dance, pop edm",219173,2017-06-09,25
Kaleidoscope,Fenech-Soler,spotify:artist:5GqAhBdaiG5StP2EHhmw8B,27,"electrofox, metropopolis, northamptonshire indie",218011,2017-02-03,0
I Am Not Waiting Anymore,Field Report,spotify:artist:1n5YEhuNLUQG4fyhft986d,13,"milwaukee indie, stomp and flutter",208186,2012-09-11,0
The Meetings of the Waters,Fionn Regan,spotify:artist:0WJc0VDtzsLIk33XRB20Dy,37,"irish pop, irish singer-songwriter",300277,2017-04-14,46
HandClap,Fitz and The Tantrums,spotify:artist:4AcHt3JxKy59IX7JNNlZn4,67,"la indie, modern alternative rock, modern rock, pop rock, pov: indie",193253,2017-07-24,67
Keep On Movin',Five,spotify:artist:6rEzedK7cKWjeQWdAYvWVG,51,boy band,198066,1999,32
My House,Flo Rida,spotify:artist:0jnsk9HBra6NMjO2oANoPY,78,"dance pop, miami hip hop, pop, pop rap",192190,2015-04-07,80
Dog Days Are Over,Florence + The Machine,spotify:artist:1moxjboGR7GNWYIMWsRjgG,76,"baroque pop, electropop, modern rock, neo mellow, uk alternative pop",251840,2009,78
Soundclash,Flosstradamus,spotify:artist:2FmzVitXZjIkFolH8HXd4j,42,"brostep, edm, electro house, electronic trap, mashup",199995,2015-11-20,44
Luxuries,Folded Like Fabric,spotify:artist:2Gt8bzahH9RSMrH6heY2vF,19,vapor soul,196213,2016-03-18,0
Everlong,Foo Fighters,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,76,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",250546,1997-05-20,85
Indebted,Forever Came Calling,spotify:artist:3LqgxOMfONGBf034jekl9H,24,"anthem emo, easycore, pop punk, socal pop punk",244223,2014-10-21,27
All the Rest Is Noise,FRMTN,spotify:artist:4xDPSieFNUt9iHOsx3pxWt,14,,185228,2015-10-06,21
We All Float Down Here,Four Year Strong,spotify:artist:0qqxspZOkbN00bu6DaRIrn,48,"anthem emo, easycore, neon pop punk, new england emo, pop punk, screamo, worcester ma indie",187561,2015-06-02,49
Be the Song,Foy Vance,spotify:artist:4bUqnkrDrb4f7rqmDR9yDu,50,"british singer-songwriter, indie folk, irish singer-songwriter, uk americana",391496,2012-07-29,0
Judas,Fozzy,spotify:artist:59CIPNdUfewexxn1CJEdp5,46,"comic metal, wrestling",249400,2017-05-05,36
Los Angeles,Frank Black,spotify:artist:5Q8gM5SMBT2LAoZ5LzqAvH,37,"alternative rock, power pop",249000,1993,0
It All Started With a Beer - Single Version,Frankie Ballard,spotify:artist:0dvKgSdNB2U1gfp6ZcekYi,47,"contemporary country, country road, modern country rock",237800,2015-11-06,47
High (feat. Danny Brown),Freddie Gibbs,spotify:artist:0Y4inQK6OespitzD6ijMwb,63,"alternative hip hop, hip hop, indiana hip hop, rap, underground hip hop",177640,2014-03-18,55
The Great Pretender,Freddie Mercury,spotify:artist:4M1FpEWs2PeYfJe7xxJfhH,56,glam rock,206866,2006-01-01,0
Jealous,Fredo Santana,spotify:artist:6I9TgZbapKRXsunA05fiPl,38,"chicago drill, chicago rap, drill, plugg, trap",259893,2013-10-31,40
The Other Side,French For Rabbits,spotify:artist:0g6VRF5TU1BM5FvK0yKyS2,30,"nz folk, nz indie, wellington indie",267746,2014-10-27,0
Said so What,French Kicks,spotify:artist:2Jj04JcXjjnE99c4225LHF,29,shimmer psych,258440,2008-04-01,0
Make War,From First To Last,spotify:artist:5n71fmAB8Un2IfAPn64erN,43,"metalcore, neon pop punk, pop punk, post-hardcore, screamo",203448,2017-01-15,43
A Sixth Trumpet,From Monument To Masses,spotify:artist:1U5hX2xotG9ilMOlgNekbq,13,"american post-rock, instrumental post-rock",335693,2009,0
Humbug Mountain Song,Fruit Bats,spotify:artist:6Qm9stX6XO1a4c7BXQDDgc,55,"chamber pop, indie folk, indie rock, new americana, stomp and holler",184346,2016-05-13,61
La Schmoove,FU-Schnickens,spotify:artist:2BnZSEAPhFsB1RIyeEgXmN,31,"bboy, east coast hip hop",297360,1991,38
Surf Solar,Fuck Buttons,spotify:artist:6tCENAD2FBfIMyygJMeOJV,24,bristol electronic,634773,2009-10-20,32
Mask Off,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,92,"atl hip hop, hip hop, rap, southern hip hop, trap",204600,2017-08-04,49
For You,Fyfe,spotify:artist:1xkxEEm60IyknT2Eh469mX,31,vapor pop,225761,2015-03-09,24
Love is Blue,Paul Mauriat,spotify:artist:5Oj26LEf8jdgR2woWEjlhi,48,easy listening,156519,2011-02-06,51
To Know Him Is to Love Him,The Teddy Bears,spotify:artist:2qfze6v2h0uc0e2ABp7z3a,16,,144840,2015-08-10,25
Emotion,Samantha Sang,spotify:artist:1IvJtmPLbzpxDxfrw4rMFa,38,,237293,1977-12-06,58
"Believe It or Not (Theme from ""Greatest American Hero"")",Joey Scarbury,spotify:artist:5V9pNqcN25JXuH88g7lq2o,34,yacht rock,195293,1981,54
Shake You Down,Gregory Abbott,spotify:artist:6zdcmro5vDQSUjeioajL2r,40,,245413,1986-02-01,58
Recognize (feat. Ashe),Win and Woo,spotify:artist:2KPQ6PYAZapLEwMmkzbQxC,37,"deep tropical house, pop edm",197899,2016-09-01,27
100 (feat. Drake),The Game,spotify:artist:0NbfKEOTQCcwd6o7wSDOHI,69,"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",334360,2015-10-09,0
Egg,The Garden,spotify:artist:4UVlSeEFDPmlkYKaRMRoOz,54,"art punk, oc indie",184662,2015-10-09,54
Concrete Angel (Radio Edit) (feat. Christina Novelli),Gareth Emery,spotify:artist:0hprEC0nsWuQPSHag1O2Vi,55,"edm, pop dance, progressive electro house, progressive house, trance",235024,2012-03-16,0
Nissim (with Amir Yaghmai),The Gaslamp Killer,spotify:artist:5dVua2HdrY1VlbPh6OM9KZ,35,"instrumental hip hop, wonky",271822,2012-09-18,0
Nervous,Gavin James,spotify:artist:25tMQOrIU4LlUo6Sv8v5SE,56,irish pop,216133,2016-03-11,37
On The Line,Gavin Turek,spotify:artist:17czHqI0Lwj2V3htvm8afG,33,pop soul,256179,2016-05-13,0
What You Waiting For,Gazzo,spotify:artist:5st4KKihmnSMLRsxWOs2x3,30,pop edm,231173,2016-03-11,31
Life's Greatest Fool,Gene Clark,spotify:artist:040Bv6cZTRh30LyyYVXgJX,35,"baroque pop, cosmic american, country rock, singer-songwriter",281200,1974-09,0
Fireball,Gent & Jawns,spotify:artist:3NmuArRqqfxT4rvFSgb0cx,27,"arab trap, electronic trap, moombahton",213530,2014-07-22,34
Reach Out,George Duke,spotify:artist:3EB0uKE2lGw6BB1UFJrONl,45,"jazz funk, jazz fusion, jazz piano, smooth jazz",297333,1983,48
A Drop In The Ocean,Javier Colon,spotify:artist:3flTDj1VSZCktpBGZlNutt,25,deep talent show,206386,2011,20
Don't Kick The Chair,Dia Frampton,spotify:artist:3ppkM4QtM781APpaX7H9t7,46,deep talent show,214400,2011-01-01,29
We Run The Night,Havana Brown,spotify:artist:1EVWYRr2obCRDoSoD6KSuM,41,"australian dance, australian pop",228200,2011-01-01,54
Clouds (feat. Zach Sobiech),A Firm Handshake,spotify:artist:2FNefsUIddQsI81cmIJhta,24,minneapolis indie,179626,2013-02-15,37
Hell on Heels,Pistol Annies,spotify:artist:2wSgVsgLUZeDJwoLcPO7ny,51,"contemporary country, country, country dawn, country road",194386,2011-08-23,58
Body Like A Back Road,Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,68,"contemporary country, country, country pop, modern country rock",165386,2017-02-01,70
The Way I Are,Timbaland,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ,76,"dance pop, pop, pop rap",179120,2007-01-01,85
Ghost Town,Adam Lambert,spotify:artist:6prmLEyn4LfHlD9NnXWlf7,58,"dance pop, idol, pop, post-teen pop",208330,2015-06-11,66
Only Wanna Be With You,Hootie & The Blowfish,spotify:artist:08ct2eZF5lUPdJpHwNKWof,57,"heartland rock, pop rock, post-grunge",229586,1994-07-01,70
Angel Eyes - Album Edit,The Jeff Healey Band,spotify:artist:3d2hJTVTwo08F9b0ZFQukJ,44,"blues, blues rock, canadian blues, country rock, electric blues, heartland rock, modern blues",280933,1999-07-27,47
Old Time Rock & Roll,Bob Seger,spotify:artist:485uL27bPomh29R4JmQehQ,66,"album rock, classic rock, country rock, detroit rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",194146,1978-05-05,76
This Guy's In Love With You,Herb Alpert & The Tijuana Brass,spotify:artist:09L3cUdx0hq6qn5bKuJJ4I,55,"easy listening, lounge",239733,1968-05-01,0
I Miss You,Klymaxx,spotify:artist:2wh5Qu35PjDbJBqAv65RGa,41,"contemporary r&b, minneapolis sound, new jack swing, quiet storm, urban contemporary",333266,1984-01-01,48
The Glamorous Life,Sheila E.,spotify:artist:6OQrOpxSIfPai3cFaN4v4P,39,"disco, freestyle, funk, minneapolis sound, new jack swing, quiet storm, rock drums, urban contemporary",543560,1984,52
Tonight I Celebrate My Love,Peabo Bryson,spotify:artist:49iKbKGqgn8OESkW5WduX0,57,quiet storm,211400,1985-01-01,52
Living Next Door to Alice,Smokie,spotify:artist:5rIqOJspxDq89aBBCUda1X,55,,207173,1976,62
Southern Nights,Glen Campbell,spotify:artist:59hLmB5DrdihCYtNeFeW1U,60,"adult standards, arkansas country, classic country pop, country rock, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock",180026,1977-01-01,73
Me and Bobby McGee,Kris Kristofferson,spotify:artist:0vYQRW5LIDeYQOccTviQNX,61,"country, country rock, outlaw country, singer-songwriter",260026,1970-01-01,42
Water,Ugly God,spotify:artist:3Fdm9TFJQCLmC3AWMuGExi,47,"trap, underground hip hop",138936,2017-08-04,52
More Than You Know,Axwell /\ Ingrosso,spotify:artist:2XnBwblw31dfGnspMIwgWz,64,"edm, pop dance, progressive electro house",203000,2017-05-24,0
To Sir with Love,Lulu,spotify:artist:0jYKX08u1XxmHrl5TdM2QZ,44,british invasion,166693,1967-05-12,46
"Green Hornet Theme - From the Greenway-20th Century-Fox TV Series ""The Green Hornet""",Al Hirt,spotify:artist:0TGsWvnbtExsbGUSWtXENE,36,"dixieland, easy listening, jazz trumpet, new orleans jazz, space age pop",138786,1966,34
Check Yes Or No,George Strait,spotify:artist:5vngPClqofybhPERIqQMYd,71,"contemporary country, country, country road",200666,1995-09-12,76
Feel It,Georgia,spotify:artist:06knYh538h5SI7OAEF8ek3,45,uk alternative pop,228490,2017-01-05,18
Mind Playing Tricks on Me,Geto Boys,spotify:artist:3f5fB1YUbkUnW7cf7I0R48,51,"conscious hip hop, dirty south rap, g funk, gangster rap, golden age hip hop, hardcore hip hop, hip hop, old school hip hop",308733,1991-07-02,66
One Take,Ghetts,spotify:artist:7zJL978NtANOysfGY21ty6,51,"grime, uk hip hop",112061,2015,42
Sacred Organs,Ghost Atlas,spotify:artist:67fzMHDSmWInaFqolzknKn,41,"post-screamo, progressive post-hardcore",333645,2014-01-10,40
Into The Black Light,Ghost Brigade,spotify:artist:7lQ9Wd0iz1gX0zdA1B2bHB,28,"finnish death metal, finnish doom metal, finnish melodeath, melodic death metal",327440,2009,37
Such Words,Ghostly Kisses,spotify:artist:7EkzQPP0cgt2qCnXUg6PHj,48,,214276,2017-03-24,0
Survive (feat. Caleb Shomo of Beartooth),Gideon,spotify:artist:3Zj2B8yAi8gHoR8vpsPatZ,41,"alabama metal, american metalcore, christian metalcore, deathcore, melodic metalcore, metalcore",210000,2014-10-14,31
Control (feat. Caroline Smith),Gigamesh,spotify:artist:1Bo8Afb2Qbjs4x6kJHyjle,60,"electrofox, filter house, nu disco",264500,2016-03-18,0
Glowing in the Dark,The Girl and The Dreamcatcher,spotify:artist:1xVYxkSq6IWhFpSW1OMe41,40,post-teen pop,237608,2016-07-29,27
Sound Of The Underground,Girls Aloud,spotify:artist:12EtLdLfJ41vUOoVzPZIUy,52,"europop, girl group, talent show",221426,2003-01-01,24
High You Are,What So Not,spotify:artist:4AA8eXtzqh5ykxtafLaPOi,52,"aussietronica, brostep, edm, electro house, electronic trap, escape room, vapor twitch",213340,2013-10-08,0
Conga!,Miami Sound Machine,spotify:artist:18xgcedCGxFbqLbIQn5R8F,50,"disco, new romantic, new wave pop, soft rock, synthpop",254000,1985-08-13,66
Don't Wanna Lose You,Gloria Estefan,spotify:artist:5IFCkqu9J6xdWeYMk5I889,61,"new wave pop, soft rock",250066,1989-07-11,43
Snake Song,Isobel Campbell,spotify:artist:55dlp5I9jyc4UjzlrcKMnq,37,"melancholia, solo wave",168066,2010-01-01,41
Dress Up In You,God Help The Girl,spotify:artist:4zTWoo52TNONUpCUJPi99f,24,twee pop,263813,2014-08-19,0
Stranded,Gojira,spotify:artist:0GDGKpJFhVpcjIGF8N6Ewt,61,"alternative metal, french death metal, french metal, groove metal, metal, nu metal, progressive groove metal",269533,2016-06-17,66
Recess,Golden Coast,spotify:artist:2BNCTgGRuxgSkROKwfJ4r2,16,"hopebeat, indie poptimism, progressive uplifting trance",188645,2016-08-26,0
Wolfie,Golden Features,spotify:artist:2SrWifjYv7b5tR8EzEmn1x,52,industrial pop,203636,2016-11-29,0
Never Know,Golden Vessel,spotify:artist:6bJCrLZcvsBMzve04BmgwS,45,aussietronica,226666,2016-04-25,0
Fever Boy,FEMME,spotify:artist:2lcT6qkYGkmQQ3KCU5BW9K,44,uk alternative pop,163310,2016-04-15,0
Gonna Fly Now,Bill Conti,spotify:artist:272ygo5fv9cYsiCLcV0HV2,54,theme,170240,1982-01-01,55
Little Bit O' Soul - Remastered,Music Explosion,spotify:artist:1DVs21DjifVH0pgsjPlokN,22,classic garage rock,141866,2002-01-01,37
Dueling Banjos,Eric Weissberg,spotify:artist:2dIzGSHkciATTqFH3Xox5g,31,banjo,194879,1973,50
I Can Help,Billy Swan,spotify:artist:6nNkKMkPl1qBCEW3Al9eVV,39,swamp pop,238333,1998-01-18,49
Don't give up on us,David Soul,spotify:artist:2eFkm34OMSYRUwP4RAtXaT,44,"bubblegum pop, soft rock",218946,1976-01-01,64
The Night Chicago Died,Paper Lace,spotify:artist:33W24YuaMUEk85MwRX6cRs,34,"bubblegum pop, classic uk pop",203333,2008-06-01,51
MacArthur Park,Richard Harris,spotify:artist:30Qh39o424P9qgdHNVouvo,24,,450106,1968-01-01,42
There's A Ghost In My House,R. Dean Taylor,spotify:artist:4Yg38CnYMoN09sMLf6KDdW,30,northern soul,145600,2007-01-01,0
"They're Coming to Take Me Away, Ha-Haaa! - Single",Napoleon XIV,spotify:artist:47LaejbXqR0KTC7A8khfqS,23,novelty,136066,1966-05-23,0
Magic - 2003 Remaster,Pilot,spotify:artist:6PwcexHTG0qJWQQwp05Bpm,44,"classic uk pop, glam rock",186733,2004-12-06,44
Have I the Right,The Honeycombs,spotify:artist:2322gLwXvyJa6PejhOWQEH,25,british invasion,178040,1993-02-22,40
"Turn the Beat Around - 7"" Single Edit",Vicki Sue Robinson,spotify:artist:25pwh5JrKHzLv2FTPSvoqa,32,disco,204653,1976-02-01,40
Supernova,Mr Hudson,spotify:artist:1zV9UjTUevjp5VUddqIUUn,59,,193440,2009,34
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,spotify:artist:5XenQ7XfcvQdfIbpLEFaKQ,63,alternative r&b,176702,2017-03-24,80
Copper Canteen,James McMurtry,spotify:artist:52BKc9OtCbQstAAPTIvLGH,41,"alternative country, classic texas country, folk, outlaw country",277986,2015-02-24,37
Oh No,Goodbye June,spotify:artist:1l9I7G8J8AnMScWQwlNJ4M,44,"modern alternative rock, modern blues rock, modern hard rock",221469,2017-05-15,49
Radix malorum,Gorgoroth,spotify:artist:1Dt7cfRzxM8qPVa82jX9y5,37,"black metal, metal, norwegian black metal, norwegian metal, tolkien metal",193773,2015-06-08,0
In My Car,Gosh Pith,spotify:artist:0Uct0uToxfEVc7w5waYEnT,7,,187617,2016-08-18,20
